generation,best_fitness,mean_fitness,mean_reward,mean_survival,mean_floor_reached,mean_bosses_defeated,mean_chests_opened,mean_powerups_picked,mean_damage_powerups,mean_range_powerups,mean_speed_powerups,mean_diagonal_powerups,mean_vitality_powerups,mean_damage,mean_gate_distance,mean_best_gate_distance,mean_gate_tile_visits,mean_use_gate_attempts,mean_invalid_use_gate_attempts,success_rate,champion_id,elite_ids
0,-35.442501068115234,-36.382625579833984,-40.24567413330078,62.017189025878906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234375,37.7734375,52.578125,0.0,27.15625,27.15625,0.0,2,2 3
1,-25.350317001342773,-26.168283462524414,-30.438518524169922,67.7421875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90625,42.4765625,52.0234375,0.0,25.9375,25.9375,0.0,2,2 4
