generation,best_fitness,mean_fitness,mean_reward,mean_survival,mean_floor_reached,mean_bosses_defeated,mean_chests_opened,mean_powerups_picked,mean_damage_powerups,mean_range_powerups,mean_speed_powerups,mean_diagonal_powerups,mean_vitality_powerups,mean_damage,mean_gate_distance,mean_best_gate_distance,mean_gate_tile_visits,mean_use_gate_attempts,mean_invalid_use_gate_attempts,success_rate,champion_id,elite_ids
2965,2083.91064453125,1938.150390625,1672.7047119140625,335.82501220703125,4.84375,0.0,7.0,13.96875,4.84375,1.15625,2.125,0.0,5.84375,59.70000076293945,-0.65625,1.96875,3.84375,7.375,7.375,0.0,3,3 2
2966,1919.70556640625,1777.1380615234375,1531.529296875,295.9750061035156,4.5625,0.0,6.59375,13.09375,4.5625,0.9375,2.03125,0.0,5.5625,54.400001525878906,4.15625,2.0,3.5625,6.875,6.875,0.0,3,3 2
2967,1878.358154296875,1749.3336181640625,1505.33056640625,275.36248779296875,4.5625,0.0,6.21875,12.4375,4.46875,0.75,1.75,0.0,5.46875,53.08124923706055,0.3125,2.0,3.5625,5.3125,5.3125,0.0,3,3 1
2968,1987.2764892578125,1850.699951171875,1593.836669921875,290.76251220703125,4.75,0.0,6.59375,13.09375,4.71875,0.78125,1.875,0.0,5.71875,55.29375076293945,-1.0,2.0,3.75,6.09375,6.09375,0.0,3,3 2
2969,1947.989501953125,1795.245849609375,1546.203125,296.35626220703125,4.625,0.0,6.375,12.59375,4.53125,0.78125,1.71875,0.03125,5.53125,55.01250076293945,0.96875,2.0,3.625,6.5625,6.5625,0.0,3,3 2
2970,1851.22119140625,1721.8258056640625,1482.0072021484375,269.9937438964844,4.5,0.0,6.15625,12.3125,4.46875,0.6875,1.6875,0.0,5.46875,52.256248474121094,1.0625,2.0,3.5,5.90625,5.90625,0.0,3,3 2
2971,1881.0802001953125,1737.5511474609375,1497.181396484375,270.125,4.5,0.0,6.3125,12.625,4.46875,0.84375,1.84375,0.0,5.46875,53.5625,3.0625,1.9375,3.5,5.46875,5.46875,0.0,3,3 2
2972,1935.167236328125,1824.396240234375,1571.6480712890625,282.20001220703125,4.6875,0.0,6.59375,13.15625,4.625,0.9375,1.9375,0.03125,5.625,54.693748474121094,-0.0625,1.96875,3.6875,6.5,6.5,0.0,3,3 2
2973,1874.5538330078125,1760.86328125,1516.6402587890625,262.26873779296875,4.5625,0.0,6.375,12.75,4.53125,0.84375,1.84375,0.0,5.53125,54.75,0.65625,2.0,3.5625,7.8125,7.8125,0.0,3,3 2
2974,1833.2183837890625,1700.7509765625,1463.377685546875,255.85000610351562,4.46875,0.0,6.0625,12.09375,4.4375,0.59375,1.625,0.0,5.4375,52.48749923706055,-0.5625,1.96875,3.46875,6.125,6.125,0.0,3,3 1
2975,1911.9471435546875,1778.044677734375,1531.591796875,282.73126220703125,4.59375,0.0,6.3125,12.625,4.59375,0.71875,1.71875,0.0,5.59375,54.006248474121094,0.90625,2.0,3.59375,8.34375,8.34375,0.0,3,3 2
2976,2020.6131591796875,1883.8720703125,1624.8525390625,303.4750061035156,4.78125,0.0,6.3125,12.625,4.71875,0.59375,1.59375,0.0,5.71875,57.86249923706055,1.8125,2.0,3.78125,8.875,8.875,0.0,3,3 1
2977,1779.84033203125,1669.6439208984375,1437.7174072265625,267.7437438964844,4.375,0.0,5.96875,11.90625,4.34375,0.625,1.59375,0.0,5.34375,52.537498474121094,4.5,2.0,3.375,8.03125,8.03125,0.0,3,3 2
2978,1992.9334716796875,1859.931884765625,1603.98828125,309.42498779296875,4.71875,0.0,6.5625,13.125,4.71875,0.84375,1.84375,0.0,5.71875,57.837501525878906,2.84375,2.0,3.71875,7.78125,7.78125,0.0,3,3 2
2979,1742.059326171875,1634.5689697265625,1406.4771728515625,271.6875,4.3125,0.0,5.9375,11.84375,4.25,0.71875,1.65625,0.0,5.21875,51.756248474121094,1.40625,2.0,3.3125,7.25,7.25,0.0,3,3 2
2980,1724.69482421875,1606.436767578125,1381.613037109375,289.7749938964844,4.25,0.0,6.0,12.0,4.25,0.75,1.75,0.0,5.25,50.724998474121094,4.875,2.0,3.25,8.375,8.375,0.0,3,3 4
2981,1833.2314453125,1705.1478271484375,1466.9013671875,288.2250061035156,4.46875,0.0,6.0,12.0,4.40625,0.59375,1.59375,0.0,5.40625,52.63750076293945,4.4375,2.0,3.46875,8.78125,8.78125,0.0,3,3 1
