generation,best_fitness,mean_fitness,mean_reward,mean_survival,mean_floor_reached,mean_bosses_defeated,mean_chests_opened,mean_powerups_picked,mean_damage_powerups,mean_range_powerups,mean_speed_powerups,mean_diagonal_powerups,mean_vitality_powerups,mean_damage,mean_gate_distance,mean_best_gate_distance,mean_gate_tile_visits,mean_use_gate_attempts,mean_invalid_use_gate_attempts,success_rate,champion_id,elite_ids
29,8.089683532714844,6.595057010650635,1.9647445678710938,69.76875305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,55.59375,53.375,0.0,6.40625,6.40625,0.0,2,2 4
30,7.3015546798706055,6.265055179595947,1.585680365562439,69.17500305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78125,55.96875,54.21875,0.0,5.875,5.875,0.0,4,4 3
31,7.629055023193359,6.127930641174316,1.8060554265975952,63.599998474121094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,56.09375,54.25,0.0,2.8125,2.8125,0.0,4,4 2
32,3.9906179904937744,3.1594927310943604,-1.0395698547363281,63.506248474121094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6875,55.65625,54.3125,0.0,2.6875,2.6875,0.0,3,3 4
33,7.249059200286865,4.9046831130981445,0.5618704557418823,65.59375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90625,55.34375,54.0,0.0,3.9375,3.9375,0.0,3,3 2
34,10.370932579040527,9.465058326721191,4.801307201385498,68.86250305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78125,54.90625,53.5,0.0,3.34375,3.34375,0.0,3,3 2
35,9.735942840576172,7.775317192077637,2.960005044937134,73.46875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,54.40625,52.71875,0.0,3.46875,3.46875,0.0,3,3 4
36,10.514997482299805,10.066624641418457,5.55474853515625,66.61250305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.6875,53.1875,0.0,3.625,3.625,0.0,3,3 1
37,9.22061824798584,7.922490119934082,2.833427906036377,78.15625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.625,52.90625,0.0,2.40625,2.40625,0.0,3,3 4
38,8.235615730285645,6.851489067077637,2.1743013858795166,69.91874694824219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,55.28125,53.875,0.0,3.84375,3.84375,0.0,3,3 4
39,9.431246757507324,8.858996391296387,3.9130592346191406,75.29374694824219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.3125,52.6875,0.0,5.53125,5.53125,0.0,1,1 3
40,11.581873893737793,10.93224811553955,6.1322479248046875,70.80000305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,54.78125,53.25,0.0,6.125,6.125,0.0,3,3 2
41,7.997180461883545,6.577181339263916,1.8978058099746704,70.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,54.71875,53.40625,0.0,6.28125,6.28125,0.0,1,1 3
42,5.764369487762451,4.949746131896973,0.2916209101676941,71.11250305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,55.3125,53.4375,0.0,6.25,6.25,0.0,4,4 2
43,6.075611114501953,4.925610542297363,-0.18688949942588806,78.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.875,53.5,0.0,8.46875,8.46875,0.0,3,3 4
44,5.3249921798706055,4.440492153167725,0.07111748307943344,65.3375015258789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,55.34375,54.0625,0.0,5.84375,5.84375,0.0,4,4 3
45,7.8149919509887695,6.080365180969238,1.3309898376464844,71.36250305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.8125,53.4375,0.0,11.0,11.0,0.0,4,4 3
46,9.538737297058105,8.175363540649414,2.8613009452819824,81.08125305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,54.09375,52.59375,0.0,14.65625,14.65625,0.0,0,0 3
47,7.90468692779541,6.970186710357666,1.7770620584487915,81.0250015258789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,53.25,52.0,0.0,5.90625,5.90625,0.0,1,1 4
48,8.899377822875977,8.00049877166748,2.7789359092712402,80.8062515258789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,53.09375,51.8125,0.0,9.78125,9.78125,0.0,2,2 4
49,8.414067268371582,7.108567714691162,1.8195050954818726,82.9437484741211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,53.0,51.84375,0.0,7.4375,7.4375,0.0,3,3 0
50,9.471866607666016,8.311243057250977,3.172180652618408,79.15625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,53.59375,52.03125,0.0,9.28125,9.28125,0.0,4,4 0
51,12.188119888305664,11.396745681762695,6.013619422912598,82.4625015258789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.46875,51.8125,0.0,8.75,8.75,0.0,4,4 1
52,11.057501792907715,8.913996696472168,4.049308776855469,73.66874694824219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.3125,52.90625,0.0,7.875,7.875,0.0,3,3 4
53,8.791243553161621,8.102242469787598,3.173180103302002,74.95625305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.40625,53.0,0.0,6.8125,6.8125,0.0,4,4 3
54,11.804076194763184,11.19532585144043,5.877825736999512,81.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78125,52.78125,51.34375,0.0,8.21875,8.21875,0.0,1,1 4
55,12.198444366455078,11.291316986083984,6.171317100524902,77.98750305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78125,53.40625,51.71875,0.0,8.5,8.5,0.0,3,3 4
56,15.900028228759766,15.028024673461914,9.332399368286133,88.7125015258789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,51.34375,49.875,0.0,10.0,10.0,0.0,1,1 0
57,17.813461303710938,15.891965866088867,9.036028861999512,110.20625305175781,1.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.03125,6.78125,47.71875,46.3125,0.0,9.3125,9.3125,0.0,1,1 0
58,20.771928787231445,19.346303939819336,12.35505485534668,114.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.21875,43.875,0.0,12.25,12.25,0.0,3,3 1
59,28.58570671081543,27.29720687866211,18.92877197265625,137.1687469482422,1.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,7.0,39.3125,38.25,0.0,12.5,12.5,0.0,0,0 3
60,44.14764404296875,43.50939178466797,32.54813766479492,169.02499389648438,1.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.3125,7.0,32.625,30.875,0.0,16.46875,16.46875,0.0,3,3 1
61,41.69326400756836,39.834632873535156,29.8143253326416,158.38125610351562,1.0,0.0,0.21875,0.21875,0.0,0.0,0.0,0.0,0.21875,6.8125,33.65625,31.21875,0.0,15.0625,15.0625,0.0,0,0 1
62,50.00392532348633,48.799041748046875,37.09404373168945,180.72500610351562,1.0,0.0,0.34375,0.34375,0.0,0.0,0.0,0.0,0.34375,7.1875,30.3125,27.59375,0.0,15.53125,15.53125,0.0,3,3 0
63,43.425743103027344,43.100746154785156,33.01637268066406,163.3125,1.0,0.0,0.15625,0.15625,0.0,0.0,0.0,0.0,0.15625,7.1875,35.375,29.625,0.0,12.28125,12.28125,0.0,0,0 3
64,31.211355209350586,30.187231063842773,20.984416961669922,151.3562469482422,1.0,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0,0.09375,7.0,37.90625,35.15625,0.0,17.59375,17.59375,0.0,3,3 4
65,19.74754524230957,18.085155487060547,10.074844360351562,132.50625610351562,1.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.03125,7.0,44.0625,43.21875,0.0,14.5,14.5,0.0,3,3 1
66,21.144737243652344,18.937108993530273,11.702733039855957,115.2750015258789,1.0,0.0,0.0625,0.0625,0.03125,0.0,0.0,0.0,0.03125,6.78125,45.0625,44.3125,0.0,15.53125,15.53125,0.0,1,1 0
67,16.130962371826172,14.957086563110352,8.141460418701172,106.9000015258789,1.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,6.78125,49.90625,47.1875,0.0,8.375,8.375,0.0,4,4 1
68,7.328736305236816,5.7901105880737305,1.016360878944397,71.8499984741211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,55.125,54.125,0.0,4.96875,4.96875,0.0,3,3 1
69,5.7118659019470215,3.859987735748291,-0.6987621784210205,69.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,54.78125,54.0625,0.0,7.3125,7.3125,0.0,1,1 3
70,6.415925979614258,5.422298431396484,0.8332359194755554,68.9437484741211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,55.09375,54.4375,0.0,4.125,4.125,0.0,3,3 1
71,10.136878967285156,8.728874206542969,3.7801241874694824,75.3499984741211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,54.34375,53.25,0.0,6.21875,6.21875,0.0,3,3 1
72,12.850634574890137,11.690130233764648,6.088255882263184,88.4124984741211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,51.4375,49.96875,0.0,6.75,6.75,0.0,1,1 3
73,12.916594505310059,11.736841201782227,6.345903396606445,84.98124694824219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34375,50.21875,49.21875,0.0,7.71875,7.71875,0.0,4,4 3
74,21.305675506591797,20.793306350708008,13.32518196105957,119.1624984741211,1.0,0.0,0.0625,0.0625,0.03125,0.0,0.0,0.0,0.03125,7.0,44.5,42.9375,0.0,8.78125,8.78125,0.0,2,2 0
75,26.04383087158203,24.600452423095703,16.223888397216797,137.3312530517578,1.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,7.0,42.03125,39.3125,0.0,8.3125,8.3125,0.0,2,2 4
76,27.1035099029541,26.740259170532227,18.362445831298828,129.74374389648438,1.0,0.0,0.15625,0.15625,0.125,0.0,0.0,0.0,0.03125,7.03125,42.6875,40.78125,0.0,7.84375,7.84375,0.0,0,0 1
77,29.996356964111328,29.453479766845703,21.24285316467285,135.1374969482422,1.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,6.6875,36.5625,34.15625,0.0,6.125,6.125,0.0,3,3 4
78,38.5213508605957,36.46696853637695,27.382282257080078,140.59375,1.0,0.0,0.1875,0.1875,0.15625,0.0,0.0,0.0,0.03125,7.25,38.5625,35.4375,0.0,7.25,7.25,0.0,3,3 1
79,35.369483947753906,33.84547805786133,24.879539489746094,150.2687530517578,1.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.03125,7.375,38.90625,32.9375,0.0,8.9375,8.9375,0.0,3,3 0
80,32.364444732666016,30.97857666015625,20.036701202392578,156.4875030517578,1.03125,0.0,0.125,0.125,0.0625,0.0,0.0,0.0,0.0625,7.25,39.90625,36.53125,0.03125,6.78125,6.78125,0.0,1,1 0
81,37.10197067260742,35.64373016357422,27.479040145874023,129.24374389648438,1.0,0.0,0.09375,0.09375,0.09375,0.0,0.0,0.0,0.0,7.375,39.34375,36.375,0.0,6.375,6.375,0.0,1,1 3
82,52.84702682495117,50.81026840209961,39.769081115722656,172.49374389648438,1.0,0.0,0.28125,0.28125,0.1875,0.0,0.0,0.0,0.09375,7.175000190734863,34.46875,24.46875,0.0,7.625,7.625,0.0,3,3 1
83,28.22538185119629,27.622507095336914,19.300067901611328,131.40625,1.0,0.0,0.125,0.125,0.09375,0.0,0.0,0.0,0.03125,6.956250190734863,42.53125,39.46875,0.0,8.40625,8.40625,0.0,4,4 2
84,49.60139083862305,48.30891036987305,36.548912048339844,187.75,1.0,0.0,0.25,0.25,0.09375,0.0,0.0,0.0,0.15625,7.625,32.9375,27.21875,0.0,7.125,7.125,0.0,3,3 4
85,55.39801025390625,54.040000915527344,41.59906768798828,197.38125610351562,1.0,0.0,0.3125,0.3125,0.125,0.0,0.0,0.0,0.1875,7.34375,26.375,21.78125,0.0,7.1875,7.1875,0.0,1,1 0
86,70.87300109863281,69.46825408935547,54.6188850402832,204.3249969482422,1.03125,0.0,0.46875,0.46875,0.03125,0.0,0.0,0.0,0.4375,8.03125,28.875,20.8125,0.03125,9.09375,9.09375,0.0,3,3 0
87,69.13584899902344,67.87434387207031,52.41596603393555,220.41250610351562,1.0,0.0,0.75,0.75,0.09375,0.0,0.0,0.0,0.65625,7.987500190734863,26.40625,21.4375,0.0,9.84375,9.84375,0.0,4,4 2
88,74.47396850585938,73.13845825195312,56.74470901489258,224.97500610351562,1.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.9375,7.75,27.53125,19.625,0.0,6.59375,6.59375,0.0,2,2 0
89,65.8614273071289,63.361549377441406,50.00067138671875,175.71249389648438,1.0,0.0,0.8125,0.8125,0.03125,0.0,0.0,0.0,0.78125,7.362500190734863,32.125,29.875,0.0,4.65625,4.65625,0.0,3,3 4
90,82.87614440917969,79.20576477050781,61.65232467651367,219.9812469482422,1.03125,0.0,0.96875,0.96875,0.0625,0.0,0.0,0.0,0.90625,7.59375,29.96875,20.71875,0.03125,6.6875,6.6875,0.0,3,3 1
91,57.4429817199707,55.4533576965332,41.93616485595703,187.0812530517578,1.0,0.0,0.71875,0.71875,0.0625,0.0,0.0,0.0,0.65625,7.15625,34.25,31.71875,0.0,5.0,5.0,0.0,3,3 1
92,37.09325408935547,35.97612380981445,24.449058532714844,179.30624389648438,1.0,0.0,0.3125,0.3125,0.0625,0.0,0.0,0.0,0.25,7.287499904632568,38.78125,35.09375,0.0,7.71875,7.71875,0.0,1,1 3
93,36.6788444519043,33.793968200683594,24.54302978515625,132.31875610351562,1.0,0.0,0.34375,0.34375,0.0625,0.0,0.0,0.0,0.28125,7.0,43.625,41.96875,0.0,3.71875,3.71875,0.0,3,3 2
94,52.9376220703125,51.475746154785156,39.84855270385742,144.84375,1.0,0.0,0.78125,0.78125,0.0,0.0,0.0,0.0,0.78125,7.0,39.09375,37.15625,0.0,8.90625,8.90625,0.0,1,1 3
95,47.546993255615234,44.660621643066406,34.35249328613281,133.46249389648438,1.0,0.0,0.59375,0.59375,0.0,0.0,0.0,0.0,0.59375,7.0,40.9375,39.15625,0.0,7.5625,7.5625,0.0,3,3 1
96,62.784523010253906,60.07714080810547,47.7277717590332,146.78750610351562,1.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.9375,7.0,37.15625,35.5,0.0,7.03125,7.03125,0.0,3,3 4
97,46.53886032104492,45.535614013671875,34.36811447143555,143.14999389648438,1.0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.0,0.6875,7.0,40.53125,39.6875,0.0,7.90625,7.90625,0.0,1,1 3
98,61.52451705932617,59.07289505004883,46.7653923034668,148.4499969482422,1.0,0.0,0.90625,0.90625,0.0,0.0,0.0,0.0,0.90625,7.0,36.3125,34.9375,0.0,7.5625,7.5625,0.0,3,3 4
99,59.215145111083984,58.271270751953125,45.73345947265625,150.55624389648438,1.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.9375,7.0,36.28125,35.03125,0.0,7.78125,7.78125,0.0,3,3 4
100,49.95356750488281,48.704193115234375,37.11481857299805,147.375,1.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,6.78125,38.75,37.6875,0.0,5.6875,5.6875,0.0,3,3 2
101,52.26387405395508,50.517250061035156,38.380062103271484,155.0437469482422,1.0,0.0,0.78125,0.78125,0.0,0.0,0.0,0.0,0.78125,7.0,37.5625,36.25,0.0,6.34375,6.34375,0.0,1,1 3
102,37.462284088134766,36.949031829833984,27.434030532836914,124.9625015258789,1.0,0.0,0.53125,0.53125,0.0,0.0,0.0,0.0,0.53125,6.34375,42.0625,40.84375,0.0,4.375,4.375,0.0,1,1 3
103,34.116310119628906,33.076820373535156,24.10306739807129,121.7750015258789,1.0,0.0,0.40625,0.40625,0.0,0.0,0.0,0.0,0.40625,7.0,44.40625,43.71875,0.0,4.125,4.125,0.0,3,3 4
104,37.206947326660156,36.0653190612793,27.65157127380371,113.07499694824219,1.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.375,7.0,43.28125,42.5,0.0,2.5,2.5,0.0,3,3 1
105,34.537559509277344,34.092430114746094,26.126495361328125,106.6187515258789,1.0,0.0,0.34375,0.34375,0.0,0.0,0.0,0.0,0.34375,7.0,44.375,43.25,0.0,3.4375,3.4375,0.0,3,3 1
106,29.144739151000977,28.61211585998535,21.111177444458008,102.1812515258789,1.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.3125,6.34375,45.375,44.4375,0.0,3.25,3.25,0.0,3,3 4
107,31.061309814453125,29.09218406677246,20.672809600830078,119.76249694824219,1.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.3125,6.5625,43.78125,42.8125,0.0,4.34375,4.34375,0.0,1,1 3
108,26.449743270874023,25.48586654663086,17.944616317749023,105.9625015258789,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,6.90625,48.28125,46.125,0.0,2.71875,2.71875,0.0,3,3 1
109,21.14910125732422,20.163223266601562,13.42509937286377,96.92500305175781,1.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1875,6.34375,49.1875,48.03125,0.0,2.15625,2.15625,0.0,3,3 4
110,31.45848846435547,31.2036190032959,22.881118774414062,114.5374984741211,1.0,0.0,0.34375,0.34375,0.0,0.0,0.0,0.0,0.34375,6.78125,45.15625,44.09375,0.0,1.375,1.375,0.0,1,1 3
111,20.521915435791016,19.7432861328125,12.383600234985352,108.5687484741211,1.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1875,6.5625,47.875,46.71875,0.0,2.5,2.5,0.0,4,4 3
112,15.468761444091797,14.23701286315918,8.283575057983398,87.9437484741211,1.0,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0,0.09375,6.5625,52.03125,51.28125,0.0,2.71875,2.71875,0.0,1,1 3
113,15.044072151184082,14.10944652557373,7.475383758544922,103.26875305175781,1.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,6.78125,49.6875,48.84375,0.0,2.5625,2.5625,0.0,1,1 3
114,18.914411544799805,18.15328598022461,11.285161972045898,104.6624984741211,1.0,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0,0.09375,7.0,49.6875,48.34375,0.0,3.625,3.625,0.0,3,3 4
115,19.12752914428711,17.789901733398438,10.783339500427246,102.4312515258789,1.0,0.0,0.15625,0.15625,0.0,0.0,0.0,0.0,0.15625,7.0,49.90625,49.15625,0.0,3.875,3.875,0.0,3,3 4
116,28.217252731323242,27.439754486083984,20.16756820678711,106.03125,1.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1875,6.78125,44.90625,43.40625,0.0,5.03125,5.03125,0.0,1,1 2
117,15.53250789642334,13.835508346557617,7.418008327484131,98.1500015258789,1.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,7.0,50.65625,49.84375,0.0,5.15625,5.15625,0.0,4,4 2
118,23.040979385375977,21.774099349975586,14.353477478027344,109.0,1.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1875,6.78125,47.625,46.71875,0.0,4.84375,4.84375,0.0,3,3 1
119,27.691314697265625,26.25931167602539,18.23556137084961,117.7750015258789,1.0,0.0,0.21875,0.21875,0.0,0.0,0.0,0.0,0.21875,7.0,45.59375,44.3125,0.0,5.28125,5.28125,0.0,1,1 4
120,25.180374145507812,24.486248016357422,16.64468765258789,117.41874694824219,1.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1875,6.78125,46.125,44.4375,0.0,3.15625,3.15625,0.0,4,4 3
121,30.588193893432617,29.462194442749023,21.056255340576172,115.41874694824219,1.0,0.0,0.34375,0.34375,0.0,0.0,0.0,0.0,0.34375,7.0,46.0,45.09375,0.0,3.09375,3.09375,0.0,3,3 1
122,29.365983963012695,28.546234130859375,20.304670333862305,110.41874694824219,1.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.375,6.78125,46.125,45.3125,0.0,3.78125,3.78125,0.0,4,4 3
123,29.382238388061523,28.242990493774414,20.431427001953125,106.8187484741211,1.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.3125,6.78125,45.53125,44.6875,0.0,3.9375,3.9375,0.0,3,3 1
