generation,best_fitness,mean_fitness,mean_reward,mean_survival,mean_floor_reached,mean_bosses_defeated,mean_chests_opened,mean_powerups_picked,mean_damage_powerups,mean_range_powerups,mean_speed_powerups,mean_diagonal_powerups,mean_vitality_powerups,mean_damage,mean_gate_distance,mean_best_gate_distance,mean_gate_tile_visits,mean_use_gate_attempts,mean_invalid_use_gate_attempts,mean_boss_damage,mean_boss_hits,mean_boss_health_remaining,mean_floor5_entry_alive,mean_floor5_entry_power_score,mean_alive_attack_bonus,mean_alive_range_bonus,mean_powered_agent_deaths,mean_miniboss_defeated,success_rate,champion_id,elite_ids
0,-25.796875,-25.796875,-27.615154266357422,60.609375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.03125,52.5,0.0,24.484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4 3
1,-24.756250381469727,-24.756250381469727,-26.823436737060547,68.90625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.28125,50.953125,0.0,27.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4 3
2,-25.192813873291016,-25.7161865234375,-28.275409698486328,83.81562805175781,1.0,0.0,0.015625,0.015625,0.0,0.0,0.0,0.0,0.015625,0.07500000298023224,49.203125,48.421875,0.0,34.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,1,1 0
3,-24.834142684936523,-25.808643341064453,-28.923175811767578,100.5250015258789,1.0,0.0,0.03125,0.046875,0.015625,0.0,0.0,0.0,0.03125,0.20156249403953552,48.3125,46.734375,0.0,39.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,2,2 3
4,-23.691564559936523,-24.616376876831055,-27.652782440185547,99.5718765258789,1.0,0.0,0.015625,0.03125,0.015625,0.0,0.0,0.0,0.015625,0.10000000149011612,48.28125,46.921875,0.0,35.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,3,3 4
5,-20.715625762939453,-22.109375,-24.938907623291016,85.984375,1.0,0.0,0.125,0.1875,0.0625,0.0,0.0,0.0,0.125,0.0,49.125,47.703125,0.0,28.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,3,3 1
6,-11.946868896484375,-18.62187385559082,-22.92953109741211,123.796875,1.0,0.0,0.296875,0.546875,0.25,0.0,0.0,0.0,0.296875,0.0,43.125,41.65625,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,3,3 0
7,-2.8031113147735596,-12.440619468688965,-17.2020263671875,123.296875,1.0,0.0,0.53125,1.0,0.46875,0.0,0.0,0.0,0.53125,0.0,41.28125,39.984375,0.0,44.453125,0.0,0.0,0.0,0.0,0.0,0.0,0.234375,0.0,0.0,0.0,0.0,3,3 4
8,11.150019645690918,-5.574992656707764,-11.213899612426758,133.796875,1.0,0.0,0.8125,1.59375,0.78125,0.0,0.0,0.0,0.8125,0.0,39.140625,37.734375,0.0,49.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,0.0,0.0,0.0,0.0,3,3 4
9,16.356277465820312,0.3812639117240906,-5.261236190795898,126.625,1.0,0.0,0.921875,1.84375,0.921875,0.0,0.0,0.0,0.921875,0.0,37.796875,35.84375,0.0,45.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.4609375,0.0,0.0,0.0,0.0,3,3 1
10,14.956274032592773,1.9062645435333252,-3.527641773223877,116.546875,1.0,0.0,0.96875,1.9375,0.96875,0.0,0.0,0.0,0.96875,0.0,37.65625,36.3125,0.0,41.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.484375,0.0,0.0,0.0,0.0,3,3 1
11,18.36565399169922,3.2718918323516846,-2.0637331008911133,111.1875,1.0,0.0,1.0,1.984375,0.984375,0.0,0.0,0.0,1.0,0.0,37.34375,35.640625,0.0,38.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.4921875,0.0,0.0,0.0,0.0,1,1 3
12,22.428163528442383,2.8531439304351807,-2.529512882232666,113.796875,1.0,0.0,0.984375,1.96875,0.984375,0.0,0.0,0.0,0.984375,0.0,36.984375,35.375,0.0,39.734375,0.0,0.0,0.0,0.0,0.0,0.0,0.4921875,0.0,0.0,0.0,0.0,3,3 1
13,23.88753318786621,3.1875176429748535,-2.007169723510742,107.53125,1.0,0.0,0.984375,1.96875,0.984375,0.0,0.0,0.0,0.984375,0.0,37.09375,35.65625,0.0,34.875,0.0,0.0,0.0,0.0,0.0,0.0,0.4921875,0.0,0.0,0.0,0.0,1,1 3
14,39.175052642822266,3.6062724590301514,-1.4307595491409302,101.234375,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,36.890625,35.59375,0.0,32.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3,3 4
15,44.34380340576172,4.212521553039551,-0.5718531608581543,92.8125,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,36.71875,35.3125,0.0,26.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3,3 4
16,45.46880340576172,3.681272506713867,-1.1898212432861328,95.703125,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,36.96875,35.46875,0.0,32.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3,3 1
17,50.6594352722168,4.3718976974487305,-0.2920083999633789,88.796875,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,36.09375,35.046875,0.0,29.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3,3 4
18,48.728187561035156,5.34689998626709,0.5850257873535156,92.0625,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,35.1875,34.046875,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3,3 1
19,45.93130874633789,6.084604740142822,1.2631984949111938,93.6624984741211,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.06406249850988388,34.296875,33.5,0.0,33.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.513671875,0.0,0.0,0.0,0.0,3,3 4
20,38.042869567871094,5.205527305603027,0.17168378829956055,100.52812194824219,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.10000000149011612,33.671875,32.96875,0.0,39.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.501953125,0.0,0.0,0.0,0.0,3,3 4
21,52.512962341308594,4.914933681488037,-0.1344730406999588,100.4468765258789,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.20000000298023224,33.84375,33.359375,0.0,35.890625,0.0,0.0,0.0,0.0,0.0,0.0,0.50390625,0.0,0.015625,0.0,0.0,3,3 1
22,46.00318908691406,5.303151607513428,0.32837048172950745,99.15937805175781,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,33.578125,33.015625,0.0,35.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.501953125,0.0,0.0,0.0,0.0,3,3 1
23,43.70584487915039,2.990229606628418,-2.0805516242980957,100.3812484741211,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.3296875059604645,32.203125,32.84375,0.0,34.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.4817708432674408,0.0,0.046875,0.0,0.0,3,3 1
24,51.70068359375,6.178524017333984,1.2792108058929443,91.7874984741211,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.809374988079071,33.25,32.46875,0.0,25.375,0.0,0.0,0.0,0.0,0.0,0.0,0.4401041567325592,0.0,0.140625,0.0,0.0,3,3 1
25,49.30303192138672,4.022573947906494,-1.1894896030426025,99.09062194824219,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.329687476158142,32.46875,32.34375,0.0,25.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.435546875,0.0,0.234375,0.0,0.0,3,3 1
26,50.13631820678711,3.49822998046875,-1.8780826330184937,100.87187194824219,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.9453125,33.53125,32.234375,0.0,24.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.4290364682674408,0.0,0.21875,0.0,0.0,3,3 1
27,47.09490203857422,2.6240735054016113,-3.1314892768859863,103.7718734741211,1.0,0.0,1.015625,2.015625,1.015625,0.0,0.0,0.0,1.0,3.395312547683716,31.796875,31.515625,0.0,22.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.4296875,0.0,0.375,0.0,0.0,3,3 1
28,55.817405700683594,6.754508972167969,0.3257902264595032,115.92500305175781,1.0,0.0,1.03125,2.03125,1.03125,0.0,0.0,0.0,1.0,4.935937404632568,29.703125,26.6875,0.0,25.875,0.0,0.0,0.0,0.0,0.0,0.0,0.3235677182674408,0.0,0.578125,0.0,0.0,3,3 1
29,68.1824951171875,10.41303825378418,1.8071321249008179,122.875,1.03125,0.0,1.046875,2.046875,1.046875,0.0,0.0,0.0,1.0,5.282812595367432,26.484375,23.5625,0.03125,26.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.3307291567325592,0.0,0.671875,0.0,0.0,3,3 1
30,63.45914840698242,10.744467735290527,3.7442798614501953,131.02499389648438,1.0,0.0,1.0625,2.078125,1.0625,0.0,0.0,0.0,1.015625,5.246874809265137,29.609375,23.890625,0.0,33.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.3704427182674408,0.0,0.484375,0.0,0.0,3,3 2
31,73.58760833740234,9.794672966003418,2.501579523086548,134.0500030517578,1.0,0.0,1.171875,2.203125,1.171875,0.0,0.0,0.0,1.03125,5.154687404632568,29.765625,25.6875,0.0,32.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.5032551884651184,0.0,0.34375,0.0,0.0,3,3 1
32,102.14442443847656,27.6569881439209,16.695926666259766,142.88436889648438,1.046875,0.0,1.359375,2.578125,1.359375,0.0,0.0,0.0,1.21875,6.3515625,27.0625,18.96875,0.046875,35.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.46484375,0.0,0.625,0.0,0.0,3,3 1
33,203.13734436035156,113.49212646484375,80.95207214355469,188.94375610351562,1.359375,0.0,1.875,3.65625,1.84375,0.0,0.03125,0.015625,1.765625,8.662500381469727,28.9375,8.140625,0.359375,53.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.54296875,0.0,0.921875,0.0,0.0,3,3 4
34,221.88946533203125,129.56027221679688,93.70366668701172,193.109375,1.40625,0.0,1.984375,3.890625,1.921875,0.0,0.0625,0.0,1.90625,9.553125381469727,31.59375,7.390625,0.40625,62.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.5598958134651184,0.0,0.921875,0.0,0.0,3,3 1
35,247.17137145996094,143.54351806640625,104.48828125,195.5500030517578,1.453125,0.0,2.078125,4.140625,1.96875,0.0,0.109375,0.03125,2.03125,10.25,29.953125,6.921875,0.453125,58.75,0.0,0.0,0.0,0.0,0.0,0.0,0.53125,0.0,0.828125,0.0,0.0,3,3 4
36,253.88232421875,151.54483032226562,110.187255859375,202.85000610351562,1.484375,0.0,2.171875,4.296875,1.96875,0.0,0.1875,0.046875,2.09375,10.365625381469727,31.90625,7.5,0.484375,52.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.5572916865348816,0.0,0.78125,0.0,0.0,3,3 1
37,332.73785400390625,210.276611328125,155.52377319335938,234.4343719482422,1.671875,0.0,2.53125,4.984375,2.0,0.0,0.484375,0.109375,2.390625,13.026562690734863,31.1875,5.5,0.671875,70.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.568359375,0.0,0.734375,0.0,0.0,3,3 4
38,429.203369140625,286.614501953125,215.4291534423828,262.5249938964844,1.90625,0.0,3.015625,6.015625,2.125,0.0,0.875,0.28125,2.734375,16.129688262939453,30.9375,4.25,0.90625,82.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.5546875,0.0,1.015625,0.0,0.0,3,3 4
39,518.04833984375,354.40875244140625,269.23956298828125,292.4156188964844,2.109375,0.0,3.25,6.484375,2.203125,0.0,1.03125,0.375,2.875,18.5234375,34.71875,3.96875,1.109375,106.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.5533854365348816,0.0,0.953125,0.0,0.0,3,3 1
40,488.1076354980469,338.6851501464844,256.0867004394531,274.12811279296875,2.078125,0.0,3.25,6.484375,2.125,0.0,1.109375,0.25,3.0,17.706249237060547,34.390625,2.640625,1.078125,97.671875,0.0,0.0,0.0,0.0,0.0,0.0,0.4127604067325592,0.0,1.09375,0.0,0.0,3,3 4
41,499.15667724609375,361.13482666015625,274.62457275390625,245.75625610351562,2.15625,0.0,3.390625,6.734375,2.109375,0.0,1.234375,0.34375,3.046875,16.5625,35.71875,2.34375,1.15625,73.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.5638020634651184,0.0,1.25,0.0,0.0,3,3 4
42,601.2987670898438,448.3152770996094,346.058349609375,278.421875,2.375,0.0,3.875,7.609375,2.359375,0.0,1.390625,0.546875,3.3125,20.301563262939453,35.40625,2.0,1.375,77.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.5182291865348816,0.0,1.453125,0.0,0.0,3,3 1
43,657.959228515625,499.25726318359375,388.1288146972656,288.4750061035156,2.5,0.0,4.171875,8.34375,2.484375,0.015625,1.6875,0.734375,3.421875,22.946874618530273,29.21875,2.0,1.5,95.921875,0.0,0.0,0.0,0.0,0.0,0.0,0.6256510615348816,0.015625,1.59375,0.0,0.0,3,3 1
44,657.440185546875,484.00506591796875,377.29376220703125,252.5593719482422,2.453125,0.0,3.984375,7.90625,2.4375,0.015625,1.515625,0.609375,3.328125,22.1015625,34.734375,2.0,1.453125,95.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.2760416567325592,0.0,1.625,0.0,0.0,3,3 1
45,724.788818359375,549.5311889648438,429.4750061035156,281.72186279296875,2.640625,0.0,4.359375,8.6875,2.640625,0.015625,1.6875,0.703125,3.640625,24.712499618530273,30.34375,2.0,1.640625,90.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.5442708134651184,0.0,1.65625,0.0,0.0,3,3 1
46,710.6478881835938,514.0623779296875,401.03948974609375,264.421875,2.546875,0.0,4.109375,8.15625,2.515625,0.0,1.546875,0.609375,3.484375,22.549999237060547,33.671875,2.0,1.546875,85.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4147135317325592,0.0,1.5625,0.0,0.0,3,3 1
47,752.6765747070312,567.99267578125,445.82818603515625,279.9468688964844,2.671875,0.0,4.5,9.0,2.671875,0.015625,1.828125,0.8125,3.671875,24.7421875,30.0625,2.0,1.671875,77.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.4544270932674408,0.0031250000465661287,1.65625,0.0,0.0,3,3 2
48,759.4697265625,573.5244750976562,450.7203674316406,274.3812561035156,2.6875,0.0,4.453125,8.890625,2.640625,0.03125,1.796875,0.78125,3.640625,24.535938262939453,31.921875,2.0,1.6875,77.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.48828125,0.0052083334885537624,1.34375,0.0,0.0,3,3 1
49,746.7493896484375,550.5829467773438,432.04351806640625,269.05938720703125,2.625,0.0,4.40625,8.765625,2.609375,0.015625,1.75,0.78125,3.609375,23.084375381469727,31.8125,2.0,1.625,82.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.8997395634651184,0.00390625,1.1875,0.0,0.0,3,3 1
50,739.8848266601562,531.29541015625,416.34234619140625,249.21875,2.578125,0.0,4.359375,8.671875,2.546875,0.03125,1.765625,0.78125,3.546875,22.612499237060547,31.828125,2.0,1.578125,86.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6796875,0.00390625,1.390625,0.0,0.0,3,3 1
51,734.0999145507812,525.87548828125,411.0724182128906,247.96249389648438,2.578125,0.0,4.34375,8.625,2.53125,0.015625,1.75,0.796875,3.53125,22.162500381469727,26.953125,2.0,1.578125,94.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.55078125,0.0,1.4375,0.0,0.0,3,3 1
52,737.2924194335938,558.205322265625,436.430908203125,273.0843811035156,2.671875,0.0,4.5,8.984375,2.609375,0.03125,1.875,0.859375,3.609375,23.71875,26.609375,2.0,1.671875,106.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.40625,0.0,1.640625,0.0,0.0,3,3 1
53,803.4760131835938,599.8502197265625,472.68505859375,285.953125,2.75,0.0,4.4375,8.84375,2.734375,0.046875,1.671875,0.671875,3.71875,26.174999237060547,33.78125,2.03125,1.75,102.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.5319010615348816,0.0031250000465661287,1.46875,0.0,0.0,3,3 2
54,774.02685546875,571.5602416992188,449.2323303222656,256.70623779296875,2.6875,0.0,4.453125,8.875,2.609375,0.046875,1.8125,0.796875,3.609375,24.8359375,28.9375,2.0,1.6875,94.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.482421875,0.0,1.625,0.0,0.0,3,3 2
55,837.947265625,647.9249267578125,512.2261962890625,309.63751220703125,2.859375,0.0,4.859375,9.703125,2.84375,0.0625,2.0,0.953125,3.84375,28.490625381469727,32.78125,2.0,1.859375,118.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.8541666865348816,0.007031249813735485,1.3125,0.0,0.0,3,3 1
56,838.1535034179688,641.2251586914062,506.86163330078125,305.22186279296875,2.84375,0.0,4.734375,9.4375,2.828125,0.078125,1.875,0.828125,3.828125,28.40625,33.65625,2.0,1.84375,138.703125,0.0,0.0,0.0,0.0,0.0,0.0,1.0123697519302368,0.0052083334885537624,1.25,0.0,0.0,3,3 2
57,835.2896118164062,622.890869140625,492.40545654296875,285.8031311035156,2.796875,0.0,4.640625,9.265625,2.78125,0.078125,1.84375,0.78125,3.78125,26.764062881469727,32.15625,2.0,1.796875,114.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.9602864384651184,0.00911458395421505,1.03125,0.0,0.0,3,3 2
58,854.7743530273438,639.5513916015625,505.07904052734375,281.53125,2.859375,0.0,4.796875,9.59375,2.84375,0.046875,1.953125,0.90625,3.84375,27.056249618530273,25.71875,2.0,1.859375,110.578125,0.0,0.0,0.0,0.0,0.0,0.0,0.8912760615348816,0.00390625,1.390625,0.0,0.0,3,3 2
59,850.5057983398438,632.1025390625,499.26837158203125,265.0093688964844,2.84375,0.0,4.828125,9.609375,2.828125,0.046875,1.953125,0.953125,3.828125,25.5703125,28.3125,2.0,1.84375,108.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.9856770634651184,0.0,1.453125,0.0,0.0,3,3 2
60,827.85400390625,635.5457763671875,503.5497131347656,267.9781188964844,2.828125,0.0,4.78125,9.5625,2.8125,0.03125,1.96875,0.9375,3.8125,26.1484375,32.765625,2.0,1.828125,103.703125,0.0,0.0,0.0,0.0,0.0,0.0,1.205078125,0.010416666977107525,1.203125,0.0,0.0,3,3 2
61,874.8460693359375,673.9276733398438,536.6950073242188,268.5406188964844,2.90625,0.0,4.96875,9.9375,2.90625,0.078125,2.0625,0.984375,3.90625,27.021875381469727,34.21875,2.0,1.90625,107.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.9759114384651184,0.01692708395421505,1.15625,0.0,0.0,3,3 2
62,864.04150390625,680.6672973632812,541.9600830078125,275.30938720703125,2.921875,0.0,5.03125,10.015625,2.90625,0.171875,2.078125,0.953125,3.90625,28.182811737060547,31.578125,2.0,1.921875,77.640625,0.0,0.0,0.0,0.0,0.0,0.0,1.0872396230697632,0.02656250074505806,1.046875,0.0,0.0,3,3 1
63,925.6470947265625,704.21630859375,562.0001220703125,268.5874938964844,2.984375,0.0,5.078125,10.140625,2.984375,0.09375,2.078125,1.0,3.984375,27.443750381469727,32.21875,2.0,1.984375,76.140625,0.734375,0.0,0.0,3.75,0.109375,0.5078125,1.3548177480697632,0.01875000074505806,1.21875,0.0,0.0,3,3 2
64,914.0380249023438,701.019287109375,558.991455078125,261.6000061035156,2.984375,0.0,5.0,9.9375,2.96875,0.078125,1.96875,0.953125,3.96875,28.4296875,32.625,2.0,1.984375,73.640625,0.0,0.0,0.0,0.0,0.0,0.0,0.853515625,0.00390625,1.296875,0.0,0.0,3,3 1
65,1012.9513549804688,762.0358276367188,610.0286865234375,287.5375061035156,3.125,0.0,5.296875,10.578125,3.125,0.1875,2.15625,0.984375,4.125,29.373437881469727,28.609375,2.0,2.125,80.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0078125,1.421875,0.0,0.0,3,3 1
66,1142.940673828125,869.4149169921875,702.7674560546875,307.8812561035156,3.328125,0.0,5.765625,11.46875,3.328125,0.46875,2.375,0.96875,4.328125,34.40156173706055,24.90625,2.0,2.328125,90.5625,1.5625,0.0,0.0,7.5,0.234375,0.6875,0.71875,0.01953125,1.546875,0.0,0.0,3,3 4
67,1161.181396484375,905.3443603515625,733.2864379882812,322.24688720703125,3.40625,0.0,5.9375,11.828125,3.40625,0.53125,2.484375,1.0,4.40625,34.11406326293945,23.28125,2.0,2.40625,106.921875,1.65625,0.0,0.0,15.0,0.34375,0.8828125,0.693359375,0.0651041641831398,1.828125,0.0,0.0,3,3 1
68,1008.048095703125,771.7218627929688,617.9495849609375,301.43438720703125,3.140625,0.0,5.375,10.703125,3.109375,0.296875,2.21875,0.96875,4.109375,30.787500381469727,18.03125,2.0,2.140625,108.671875,0.015625,0.0,0.0,3.75,0.0625,0.359375,0.6015625,0.01692708395421505,1.765625,0.0,0.0,3,3 1
69,1036.97802734375,781.7111206054688,627.06005859375,297.92498779296875,3.15625,0.0,5.4375,10.8125,3.125,0.359375,2.25,0.953125,4.125,30.3515625,20.046875,2.0,2.15625,105.84375,0.8125,0.0,0.0,7.5,0.171875,0.6640625,0.7838541865348816,0.02864583395421505,1.75,0.0,0.0,3,3 1
70,995.029296875,725.4099731445312,579.9436645507812,270.1812438964844,3.03125,0.0,5.1875,10.328125,3.0,0.234375,2.140625,0.953125,4.0,28.393749237060547,23.515625,2.0,2.03125,95.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.8033854365348816,0.01302083395421505,1.375,0.0,0.0,3,3 4
71,1045.036376953125,817.8914184570312,660.0228881835938,281.5843811035156,3.21875,0.0,5.5,10.96875,3.15625,0.375,2.3125,0.96875,4.15625,29.421875,26.796875,2.0,2.21875,87.03125,1.203125,0.0,0.0,9.375,0.234375,0.9296875,0.9798176884651184,0.0533854179084301,1.59375,0.0,0.0,3,3 1
72,1002.586181640625,741.5256958007812,593.751220703125,263.984375,3.078125,0.0,5.140625,10.25,3.03125,0.140625,2.078125,0.96875,4.03125,27.145313262939453,29.015625,2.0,2.078125,92.625,0.46875,0.0,0.0,1.875,0.0625,0.0625,1.0677083730697632,0.0078125,1.421875,0.0,0.0,3,3 1
73,1105.4888916015625,857.5271606445312,691.4420776367188,287.98748779296875,3.34375,0.0,5.609375,11.203125,3.328125,0.34375,2.265625,0.9375,4.328125,31.120311737060547,24.796875,2.0,2.34375,93.640625,1.046875,0.0,0.0,7.5,0.15625,0.65625,0.833984375,0.0494791679084301,1.890625,0.0,0.0,3,3 1
74,1161.7244873046875,886.7232666015625,718.2314453125,297.0843811035156,3.375,0.0,5.671875,11.328125,3.328125,0.390625,2.328125,0.953125,4.328125,31.864063262939453,26.765625,2.0,2.375,86.53125,1.65625,0.0,0.0,13.125,0.328125,1.4296875,0.830078125,0.0651041641831398,1.546875,0.0,0.0,3,3 1
75,1163.79541015625,896.85009765625,728.0471801757812,305.48126220703125,3.375,0.0,5.734375,11.453125,3.375,0.359375,2.34375,1.0,4.375,31.498437881469727,26.265625,2.0,2.375,104.328125,2.890625,0.0,0.0,16.875,0.46875,1.921875,1.0358072519302368,0.05130208283662796,1.328125,0.0,0.0,3,3 4
76,1181.069091796875,899.4625244140625,729.2872924804688,313.39373779296875,3.390625,0.0,5.71875,11.4375,3.390625,0.328125,2.328125,1.0,4.390625,32.76874923706055,25.140625,2.0,2.390625,124.40625,1.421875,0.0,0.0,11.25,0.28125,1.0234375,0.8040364384651184,0.0416666679084301,1.390625,0.0,0.0,3,3 2
77,1280.109619140625,983.9363403320312,801.7960205078125,320.6937561035156,3.578125,0.0,5.890625,11.765625,3.53125,0.34375,2.34375,1.0,4.546875,33.615623474121094,25.3125,2.0,2.578125,110.671875,2.53125,0.0,0.0,18.75,0.53125,1.984375,0.8795573115348816,0.046875,1.40625,0.0,0.0,3,3 2
78,1188.547119140625,904.56494140625,733.8042602539062,337.890625,3.390625,0.0,5.671875,11.34375,3.390625,0.328125,2.28125,0.96875,4.375,32.459373474121094,27.3125,2.125,2.390625,107.09375,1.453125,0.0,0.0,9.375,0.296875,0.75,0.888671875,0.03593749925494194,1.1875,0.0,0.0,3,3 1
79,1086.3209228515625,867.8449096679688,700.3971557617188,358.04376220703125,3.328125,0.0,5.609375,11.171875,3.34375,0.34375,2.21875,0.9375,4.328125,32.22343826293945,24.0,2.203125,2.328125,105.21875,0.5,0.0,0.0,1.875,0.0625,0.28125,0.9322916865348816,0.05026041716337204,1.3125,0.0,0.0,3,3 1
80,1342.523193359375,1049.025146484375,858.8050537109375,377.11248779296875,3.671875,0.0,6.0625,12.09375,3.671875,0.421875,2.359375,0.984375,4.65625,35.94062423706055,26.90625,2.171875,2.671875,123.1875,4.0625,0.0,0.0,26.25,0.8125,4.0078125,0.8274739384651184,0.07265625149011612,1.296875,0.0,0.0,3,3 1
81,1184.528076171875,967.7750244140625,787.51904296875,370.3218688964844,3.515625,0.0,5.828125,11.625,3.484375,0.359375,2.3125,0.984375,4.484375,36.40312576293945,25.78125,2.0,2.515625,106.6875,1.59375,0.0,0.0,13.125,0.40625,1.6796875,0.970703125,0.06276042014360428,1.3125,0.0,0.0,3,3 1
82,1300.424072265625,1017.87255859375,831.77392578125,372.84375,3.609375,0.0,5.96875,11.921875,3.59375,0.46875,2.359375,0.9375,4.5625,35.62968826293945,24.65625,2.453125,2.609375,110.46875,3.140625,0.0,0.0,22.5,0.6875,2.984375,0.9140625,0.07604166865348816,1.3125,0.0,0.0,3,3 1
83,1388.215576171875,1078.6263427734375,884.3701171875,367.1937561035156,3.734375,0.0,6.21875,12.375,3.671875,0.546875,2.484375,1.0,4.671875,37.446876525878906,26.46875,1.96875,2.734375,108.265625,4.765625,0.0546875,0.0031250000465661287,29.7265625,0.90625,3.453125,1.203125,0.07656250149011612,1.40625,0.0,0.0,3,3 1
84,1414.0758056640625,1109.0992431640625,909.6361083984375,361.2093811035156,3.8125,0.0,6.5,13.0,3.8125,0.6875,2.6875,1.0,4.8125,38.204689025878906,23.859375,1.984375,2.8125,97.25,3.234375,0.015625,0.0031250000465661287,22.421875,0.71875,3.203125,0.9173176884651184,0.10078124701976776,1.390625,0.0,0.0,3,3 1
85,1337.223388671875,1065.980224609375,873.8502197265625,359.640625,3.703125,0.0,6.28125,12.5625,3.703125,0.578125,2.578125,1.0,4.703125,36.615623474121094,27.90625,2.0,2.703125,107.96875,4.3125,0.0,0.0,26.25,0.84375,3.703125,1.103515625,0.07369791716337204,1.34375,0.0,0.0,3,3 1
86,1185.1239013671875,999.6393432617188,815.5233154296875,365.140625,3.578125,0.0,6.0,12.0,3.53125,0.484375,2.46875,0.984375,4.53125,35.96875,26.65625,1.96875,2.578125,127.171875,3.234375,0.0,0.0,18.75,0.671875,2.9140625,1.0345052480697632,0.07317708432674408,1.3125,0.0,0.0,3,3 1
